"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"INAPA-PREF S/ VOTO";"PTINA2VP0019";"INAP";"Euronext Lisbon";"EUR";"0.11";"0.11";"0.11";"0.11";"29/09/2017 20:33";"BST";"41564";"4572.04"
"INDLE FIN.ENTREPR.";"FR0000066219";"INFE";"Euronext Paris";"EUR";"73.00";"73.00";"73.00";"73.00";"05/01/2018 11:30";"CET";"48";"3504.00"
"INDUSTRIAL HOLDING";"IT0004982069";"MLFIH";"Euronext Access Paris";"EUR";"0.02";"0.02";"0.02";"0.02";"06/12/2017 11:30";"CET";"20";"0.40"
"INFOCLIP";"FR0011158823";"MLIFC";"Euronext Access Paris";"EUR";"1.08";"1.08";"1.08";"1.08";"20/12/2017 16:30";"CET";"130";"140.40"
"INFOSYS LTD ADS";"US4567881085";"INFY";"Euronext Paris, London";"EUR";"13.39";"13.39";"13.39";"13.39";"18/12/2017 16:18";"CET";"1";"13.39"
"INFOTEL";"FR0000071797";"INF";"Euronext Paris";"EUR";"52.80";"53.30";"52.60";"53.20";"05/01/2018 17:35";"CET";"1486";"78682.70"
"ING GROEP N.V.";"NL0011821202";"INGA";"Euronext Amsterdam, Brussels";"EUR";"15.78";"15.85";"15.686";"15.812";"05/01/2018 17:35";"CET";"13406461";"211773077.854"
"INGENICO GROUP";"FR0000125346";"ING";"Euronext Paris";"EUR";"90.92";"92.16";"90.80";"91.80";"05/01/2018 17:35";"CET";"272763";"24986886.70"
"INNATE PHARMA";"FR0010331421";"IPH";"Euronext Paris";"EUR";"5.17";"5.245";"5.03";"5.215";"05/01/2018 17:35";"CET";"693831";"3574098.59"
"INNELEC MULTIMEDIA";"FR0000064297";"INN";"Euronext Paris";"EUR";"7.20";"7.40";"7.18";"7.24";"05/01/2018 17:35";"CET";"11140";"81271.02"
"INNOVADERMA PLC";"GB00BT9PTW34";"MLIDP";"Euronext Access Paris";"EUR";"0.70";"0.70";"0.70";"0.70";"05/09/2016 15:00";"CET";"75";"52.50"
"INNOVEOX";"FR0011066885";"ALIOX";"Euronext Growth Paris";"EUR";"2.01";"2.04";"2.01";"2.04";"15/03/2017 15:40";"CET";"4442";"8959.45"
"INSIDE SECURE";"FR0010291245";"INSD";"Euronext Paris";"EUR";"2.82";"2.89";"2.82";"2.875";"05/01/2018 17:35";"CET";"125530";"360056.56"
"INSTALLUX";"FR0000060451";"STAL";"Euronext Paris";"EUR";"430.00";"432.00";"430.00";"432.00";"05/01/2018 16:30";"CET";"57";"24520.00"
"INTEGRAGEN";"FR0010908723";"ALINT";"Euronext Growth Paris";"EUR";"2.64";"2.67";"2.54";"2.67";"05/01/2018 17:26";"CET";"10298";"26953.00"
"INTEGRAL";"FR0012880482";"MLITG";"Euronext Access Paris";"EUR";"7.80";"7.80";"7.80";"7.80";"17/11/2016 15:00";"CET";"1";"7.80"
"INTEL CORP";"US4581401001";"INCO";"Traded not listed Brussels";"USD";"39.50";"39.50";"39.50";"39.50";"05/01/2018 13:14";"CET";"50";"1975.00"
"INTERPARFUMS";"FR0004024222";"ITP";"Euronext Paris";"EUR";"34.50";"35.35";"34.40";"35.30";"05/01/2018 17:35";"CET";"26271";"913489.80"
"INTERTRUST";"NL0010937058";"INTER";"Euronext Amsterdam";"EUR";"15.24";"15.36";"15.15";"15.30";"05/01/2018 17:35";"CET";"126880";"1941971.79"
"INTERVEST OFF-WARE";"BE0003746600";"INTO";"Euronext Brussels";"EUR";"22.80";"23.10";"22.65";"23.00";"05/01/2018 17:35";"CET";"7758";"177990.55"
"INTEXA";"FR0000064958";"ITXT";"Euronext Paris";"EUR";"2.36";"2.36";"2.36";"2.36";"29/12/2017 17:29";"CET";"50";"118.00"
"INTLE PLANT.HEVEAS";"FR0000036857";"SIPH";"Euronext Paris";"EUR";"84.50";"84.50";"83.90";"83.90";"05/01/2018 10:33";"CET";"200";"16838.00"
"INTRASENSE";"FR0011179886";"ALINS";"Euronext Growth Paris";"EUR";"0.502";"0.518";"0.50";"0.503";"05/01/2018 17:29";"CET";"76322";"38429.465"
"INVENTIVA";"FR0013233012";"IVA";"Euronext Paris";"EUR";"5.96";"5.98";"5.76";"5.80";"05/01/2018 17:21";"CET";"6349";"37277.04"
"INVIBES ADVERTSING";"BE0974299316";"MLINV";"Euronext Access Paris";"EUR";"4.80";"4.80";"4.80";"4.80";"05/01/2018 11:30";"CET";"251";"1204.80"
"IOC HOLDING";"BE6200101556";"MLIOC";"Euronext Access Paris";"EUR";"1.60";"1.60";"1.60";"1.60";"06/12/2017 11:30";"CET";"100";"160.00"
"IPERNITY.ORG";"FR0010777680";"MLIPY";"Euronext Access Paris";"EUR";"3.11";"3.11";"3.11";"3.11";"27/09/2017 11:30";"CET";"824";"2562.64"
"IPSEN";"FR0010259150";"IPN";"Euronext Paris";"EUR";"103.30";"106.10";"103.30";"105.85";"05/01/2018 17:35";"CET";"101488";"10685947.85"
"IPSEN NV18";"FR0013306230";"IPNNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"IPSOS";"FR0000073298";"IPS";"Euronext Paris";"EUR";"31.32";"31.80";"31.22";"31.68";"05/01/2018 17:35";"CET";"37068";"1171308.72"
"IPSOS NV18";"FR0013306008";"IPSNV";"Euronext Paris";"EUR";"30.00";"30.00";"30.00";"30.00";"04/01/2018 16:30";"CET";"7310";"219300.00"
"ISA";"PTIAN0AM0001";"ALISA";"Euronext Growth Lisbon";"EUR";"5.15";"5.15";"5.15";"5.15";"03/12/2013 20:30";"BST";"500";"2575.00"
"IT LINK";"FR0000072597";"ITL";"Euronext Paris";"EUR";"15.00";"15.10";"14.85";"14.95";"05/01/2018 17:35";"CET";"6925";"103458.35"
"ITESOFT";"FR0004026151";"ITE";"Euronext Paris";"EUR";"3.72";"3.72";"3.70";"3.70";"05/01/2018 16:37";"CET";"1500";"5563.52"
"ITS GROUP";"FR0000073843";"ITS";"Euronext Paris";"EUR";"6.84";"6.84";"6.60";"6.80";"05/01/2018 17:03";"CET";"2444";"16550.74"
"IVALIS";"FR0010082305";"ALIVA";"Euronext Growth Paris";"EUR";"22.00";"22.00";"22.00";"22.00";"24/10/2017 17:38";"CET";"50";"1100.00"
"J.MARTINS,SGPS";"PTJMT0AE0001";"JMT";"Euronext Lisbon";"EUR";"17.00";"17.175";"16.90";"17.03";"05/01/2018 22:48";"BST";"1084236";"18745161.199"
"JACQUES BOGART";"FR0012872141";"JBOG";"Euronext Paris";"EUR";"9.86";"9.86";"9.50";"9.86";"05/01/2018 17:22";"CET";"2006";"19122.64"
"JACQUET METAL SCE";"FR0000033904";"JCQ";"Euronext Paris";"EUR";"28.45";"29.30";"28.45";"29.15";"05/01/2018 17:35";"CET";"24362";"703392.90"
"JANE FRANCE";"FR0011442235";"MLJAN";"Euronext Access Paris";"EUR";"0.18";"0.18";"0.18";"0.18";"15/11/2017 11:30";"CET";"1200";"216.00"
"JC DECAUX SA.";"FR0000077919";"DEC";"Euronext Paris";"EUR";"34.56";"34.76";"34.36";"34.68";"05/01/2018 17:35";"CET";"151146";"5227951.48"
"JENSEN-GROUP";"BE0003858751";"JEN";"Euronext Brussels";"EUR";"40.50";"40.90";"40.50";"40.90";"05/01/2018 16:18";"CET";"929";"37742.70"
"JSA TECHNOLOGY";"FR0010680033";"MLJSA";"Euronext Access Paris";"EUR";"0.07";"0.07";"0.07";"0.07";"26/02/2014 15:00";"CET";"2500";"175.00"
"KARDAN";"NL0000113652";"KARD";"Euronext Amsterdam";"EUR";"0.176";"0.177";"0.1752";"0.1768";"05/01/2018 17:29";"CET";"298661";"52630.5444"
"KAS BANK";"NL0000362648";"KA";"Euronext Amsterdam";"EUR";"9.95";"10.04";"9.93";"10.00";"05/01/2018 17:25";"CET";"48335";"482427.84"
"KAUFMAN ET BROAD";"FR0004007813";"KOF";"Euronext Paris";"EUR";"39.70";"40.00";"39.58";"39.80";"05/01/2018 17:35";"CET";"22162";"882130.88"
"KBC";"BE0003565737";"KBC";"Euronext Brussels";"EUR";"73.00";"73.62";"72.82";"73.40";"05/01/2018 17:35";"CET";"704074";"51604701.10"
"KBC ANCORA";"BE0003867844";"KBCA";"Euronext Brussels";"EUR";"53.10";"53.70";"53.10";"53.45";"05/01/2018 17:35";"CET";"48708";"2602655.80"
"KENDRION";"NL0000852531";"KENDR";"Euronext Amsterdam";"EUR";"40.20";"40.45";"39.95";"40.45";"05/01/2018 17:35";"CET";"6375";"256051.05"
"KERING";"FR0000121485";"KER";"Euronext Paris";"EUR";"398.50";"401.80";"394.70";"401.80";"05/01/2018 17:35";"CET";"166603";"66520875.30"
"KERLINK";"FR0013156007";"ALKLK";"Euronext Growth Paris";"EUR";"19.40";"19.60";"19.35";"19.60";"05/01/2018 17:35";"CET";"2843";"55409.55"
"KEYRUS";"FR0004029411";"KEY";"Euronext Paris";"EUR";"5.82";"5.92";"5.82";"5.92";"05/01/2018 17:35";"CET";"5737";"33740.68"
"KEYWARE TECH.";"BE0003880979";"KEYW";"Euronext Brussels";"EUR";"1.565";"1.565";"1.505";"1.56";"05/01/2018 16:19";"CET";"5856";"9062.265"
"KEYYO";"FR0000185621";"ALKEY";"Euronext Growth Paris";"EUR";"24.10";"24.20";"24.00";"24.20";"05/01/2018 17:35";"CET";"798";"19205.50"
"KIADIS";"NL0011323407";"KDS";"Euronext Amsterdam, Brussels";"EUR";"7.93";"8.00";"7.79";"8.00";"05/01/2018 17:35";"CET";"97818";"774197.91"
"KINEPOLIS GROUP";"BE0974274061";"KIN";"Euronext Brussels";"EUR";"56.90";"57.40";"56.60";"57.30";"05/01/2018 17:36";"CET";"10005";"572498.00"
"KKO INT WARRANT A";"BE0974285174";"KKOWA";"Euronext Growth Brussels, Paris";"EUR";"0.09";"0.09";"0.09";"0.09";"26/10/2017 10:42";"CET";"2";"0.18"
"KKO INTERNATIONAL";"BE0974284169";"ALKKO";"Euronext Growth Brussels, Paris";"EUR";"0.912";"0.93";"0.90";"0.91";"05/01/2018 17:35";"CET";"51196";"46863.528"
"KLEPIERRE";"FR0000121964";"LI";"Euronext Paris";"EUR";"36.21";"36.33";"36.10";"36.32";"05/01/2018 17:35";"CET";"574323";"20823247.58"
"KORIAN";"FR0010386334";"KORI";"Euronext Paris";"EUR";"30.20";"30.20";"29.92";"30.00";"05/01/2018 17:35";"CET";"79199";"2376923.36"
"KPN KON";"NL0000009082";"KPN";"Euronext Amsterdam";"EUR";"2.915";"2.924";"2.882";"2.907";"05/01/2018 17:35";"CET";"12854885";"37335948.513"
"KRIEF GROUP";"FR0004152700";"MLKRI";"Euronext Access Paris";"EUR";"4.00";"4.00";"4.00";"4.00";"13/10/2017 11:30";"CET";"2";"8.00"
"L'OREAL";"FR0000120321";"OR";"Euronext Paris";"EUR";"184.60";"187.05";"184.60";"186.90";"05/01/2018 17:35";"CET";"394947";"73670310.25"
"L'OREAL NV18";"FR0013308764";"ORNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LA FONCIERE VERTE";"FR0000039638";"LFVE";"Euronext Paris";"EUR";"72.01";"72.01";"72.01";"72.01";"26/06/2017 16:30";"CET";"1";"72.01"
"LACROIX SA";"FR0000066607";"LACR";"Euronext Paris";"EUR";"26.70";"27.60";"26.70";"27.60";"05/01/2018 16:36";"CET";"5549";"151294.20"
"LAFARGEHOLCIM LTD";"CH0012214059";"LHN";"Euronext Paris";"EUR";"48.74";"49.39";"48.53";"49.17";"05/01/2018 17:35";"CET";"300198";"14723337.12"
"LAFUMA";"FR0000035263";"LAF";"Euronext Paris";"EUR";"22.40";"22.40";"22.40";"22.40";"05/01/2018 16:30";"CET";"120";"2688.00"
"LAGARDERE S.C.A.";"FR0000130213";"MMB";"Euronext Paris";"EUR";"26.85";"27.09";"26.84";"27.09";"05/01/2018 17:35";"CET";"226149";"6114727.48"
"LANSON-BCC";"FR0004027068";"LAN";"Euronext Paris";"EUR";"33.00";"33.00";"33.00";"33.00";"05/01/2018 09:00";"CET";"1";"33.00"
"LAURENT-PERRIER";"FR0006864484";"LPE";"Euronext Paris";"EUR";"81.20";"81.60";"80.00";"80.60";"05/01/2018 17:35";"CET";"2060";"166660.20"
"LAVIDE HOLDING";"NL0010545679";"LVIDE";"Euronext Amsterdam";"EUR";"0.925";"0.925";"0.925";"0.925";"05/01/2018 16:30";"CET";"2680";"2479.00"
"LDC";"FR0013204336";"LOUP";"Euronext Paris";"EUR";"123.50";"123.50";"121.00";"123.50";"05/01/2018 17:35";"CET";"454";"55834.50"
"LE TANNEUR";"FR0000075673";"LTAN";"Euronext Paris";"EUR";"2.34";"2.34";"2.34";"2.34";"04/01/2018 16:30";"CET";"935";"2187.90"
"LEADERLEASE";"FR0010921163";"MLLEA";"Euronext Access Paris";"EUR";"0.80";"0.80";"0.80";"0.80";"04/01/2018 11:30";"CET";"201";"160.80"
"LEADMEDIA GROUP";"FR0011053636";"ALLMG";"Euronext Growth Paris";"EUR";"0.31";"0.32";"0.28";"0.30";"27/11/2017 17:27";"CET";"85406";"25494.48"
"LEASINVEST";"BE0003770840";"LEAS";"Euronext Brussels";"EUR";"97.20";"97.20";"96.00";"96.80";"05/01/2018 17:35";"CET";"480";"46482.20"
"LEBON";"FR0000121295";"LBON";"Euronext Paris";"EUR";"202.00";"204.00";"201.00";"204.00";"05/01/2018 16:35";"CET";"30";"6071.00"
"LECTEURS MONDE";"FR0000034779";"MLLEM";"Euronext Access Paris";"EUR";"1.06";"1.06";"1.06";"1.06";"05/01/2018 11:30";"CET";"3";"3.18"
"LECTRA";"FR0000065484";"LSS";"Euronext Paris";"EUR";"25.20";"25.30";"25.00";"25.00";"05/01/2018 17:35";"CET";"26312";"661856.40"
"LECTRA NV18";"FR0013306016";"LSSNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LEGRAND";"FR0010307819";"LR";"Euronext Paris";"EUR";"64.84";"65.64";"64.84";"65.64";"05/01/2018 17:35";"CET";"522626";"34141568.48"
"LEON GROSSE";"FR0005717626";"MLLEO";"Euronext Access Paris";"EUR";"1320.00";"1320.00";"1320.00";"1320.00";"05/01/2018 11:55";"CET";"12";"15840.00"
"LES HOTELS BAVEREZ";"FR0007080254";"ALLHB";"Euronext Growth Paris";"EUR";"45.00";"54.00";"45.00";"54.00";"05/01/2018 16:30";"CET";"202";"9180.00"
"LESNXCONSTRUCTEURS";"FR0004023208";"LNC";"Euronext Paris";"EUR";"52.00";"52.80";"51.80";"52.80";"05/01/2018 17:35";"CET";"441";"23009.60"
"LETS GOWEX";"ES0158252033";"ALGOW";"Euronext Growth Paris";"EUR";"10.50";"11.18";"6.21";"8.04";"02/07/2014 17:35";"CET";"2877907";"22970506.39"
"LEXIBOOK LINGUIST.";"FR0000033599";"ALLEX";"Euronext Growth Paris";"EUR";"1.58";"1.61";"1.545";"1.61";"05/01/2018 17:25";"CET";"20858";"32777.295"
"LILLY AND CO";"US5324571083";"LLY";"Euronext Paris";"EUR";"69.50";"69.50";"69.50";"69.50";"02/01/2018 11:58";"CET";"9";"625.50"
"LINEDATA SERVICES";"FR0004156297";"LIN";"Euronext Paris";"EUR";"38.30";"38.30";"37.90";"38.05";"05/01/2018 17:35";"CET";"2715";"103640.10"
"LIONAX";"HK0000038429";"MLION";"Euronext Access Paris";"EUR";"0.04";"0.04";"0.04";"0.04";"05/01/2018 14:15";"CET";"200";"8.00"
"LISGRAFICA";"PTLIG0AE0002";"LIG";"Euronext Lisbon";"EUR";"0.016";"0.016";"0.016";"0.016";"04/01/2018 21:30";"BST";"500";"8.00"
"LISI";"FR0000050353";"FII";"Euronext Paris";"EUR";"41.10";"41.65";"40.75";"41.35";"05/01/2018 17:35";"CET";"13899";"574124.25"
"LITHO FORMAS";"PTLIT0AE0005";"LIT";"Euronext Access Lisbon";"EUR";"0.55";"0.55";"0.55";"0.55";"04/01/2018 21:30";"BST";"80";"44.00"
"LNA SANTE";"FR0004170017";"LNA";"Euronext Paris";"EUR";"59.50";"59.90";"59.40";"59.70";"05/01/2018 17:35";"CET";"3100";"184909.10"
"LOCASOLOG";"FR0004109668";"MLLCS";"Euronext Access Paris";"EUR";"7.00";"7.00";"7.00";"7.00";"07/12/2016 15:00";"CET";"1";"7.00"
"LOCASYSTEM INTL";"FR0004155208";"MLLOI";"Euronext Access Paris";"EUR";"3.50";"3.50";"3.50";"3.50";"25/08/2017 11:30";"CET";"1";"3.50"
"LOCINDUS";"FR0000121352";"LD";"Euronext Paris";"EUR";"20.70";"20.70";"20.30";"20.60";"05/01/2018 16:18";"CET";"812";"16653.10"
"LOGIC INSTRUMENT";"FR0000044943";"ALLOG";"Euronext Growth Paris";"EUR";"0.87";"0.92";"0.87";"0.92";"05/01/2018 17:35";"CET";"51912";"46415.74"
"LOMBARD ET MEDOT";"FR0006205019";"MLCAC";"Euronext Access Paris";"EUR";"12.00";"12.00";"12.00";"12.00";"21/12/2017 16:30";"CET";"57";"684.00"
"LOTUS BAKERIES";"BE0003604155";"LOTB";"Euronext Brussels";"EUR";"2150.00";"2180.00";"2120.00";"2160.00";"05/01/2018 17:35";"CET";"308";"663860.00"
"LUCASBOLS";"NL0010998878";"BOLS";"Euronext Amsterdam";"EUR";"18.85";"18.90";"18.65";"18.80";"05/01/2018 17:35";"CET";"4944";"92738.15"
"LUCIBEL";"FR0011884378";"ALUCI";"Euronext Growth Paris";"EUR";"2.74";"2.80";"2.695";"2.80";"05/01/2018 17:35";"CET";"6204";"17271.08"
"LUIGI BOTTO";"IT0005072035";"MLLB";"Euronext Access Paris";"EUR";"0.50";"0.50";"0.50";"0.50";"12/08/2016 15:00";"CET";"30";"15.00"
"LUX-AIRPORT CERT";"LU0092846210";"LUXA";"Euronext Brussels";"EUR";"199.00";"199.00";"199.00";"199.00";"05/01/2018 11:30";"CET";"35";"6965.00"
"LUZ SAUDE";"PTEPT0AM0005";"LUZ";"Euronext Lisbon";"EUR";"3.05";"3.05";"3.05";"3.05";"29/12/2017 16:30";"BST";"6";"18.30"
"LV4S";"BE6201089735";"MLV4S";"Euronext Access Paris";"EUR";"1.60";"1.60";"1.60";"1.60";"04/01/2018 16:30";"CET";"205";"328.00"
"LVMH";"FR0000121014";"MC";"Euronext Paris";"EUR";"245.95";"249.60";"245.95";"249.50";"05/01/2018 17:35";"CET";"454725";"113031393.75"
"LVMH NV18";"FR0013306024";"MCNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LYSOGENE";"FR0013233475";"LYS";"Euronext Paris";"EUR";"3.68";"3.84";"3.59";"3.59";"05/01/2018 16:27";"CET";"6736";"24877.69"
"M.R.M";"FR0000060196";"MRM";"Euronext Paris";"EUR";"1.80";"1.80";"1.80";"1.80";"05/01/2018 16:30";"CET";"1077";"1938.60"
"M2I";"FR0013270626";"ALMII";"Euronext Growth Paris";"EUR";"6.851";"6.851";"6.85";"6.85";"05/01/2018 15:09";"CET";"2";"13.701"
"MADE";"FR0010328302";"MLMAD";"Euronext Access Paris";"EUR";"2.40";"2.40";"2.40";"2.40";"29/12/2017 11:38";"CET";"5";"12.00"
"MADVERTISE";"FR0010812230";"ALMNG";"Euronext Growth Paris";"EUR";"1.51";"1.63";"1.49";"1.62";"05/01/2018 15:31";"CET";"8043";"12507.395"
"MAGILLEM";"FR0010827741";"MLMGL";"Euronext Access Paris";"EUR";"9.95";"9.95";"9.95";"9.95";"05/01/2018 11:30";"CET";"8";"79.60"
"MAINSTAY MEDICAL";"IE00BJYS1G50";"MSTY";"Euronext Paris";"EUR";"15.40";"15.40";"15.40";"15.40";"02/01/2018 16:47";"CET";"1";"15.40"
"MAIS.ANTOINE BAUD";"FR0000061657";"MLMAB";"Euronext Access Paris";"EUR";"124.00";"124.00";"124.00";"124.00";"05/01/2018 11:30";"CET";"15";"1860.00"
"MAISON CLIO BLUE";"FR0011092089";"MLCLI";"Euronext Access Paris";"EUR";"2.01";"2.01";"2.01";"2.01";"22/08/2017 11:30";"CET";"300";"603.00"
"MAISONS D''AUJOURD";"FR0010515742";"MLMAI";"Euronext Access Paris";"EUR";"2.30";"2.30";"2.30";"2.30";"29/11/2017 16:30";"CET";"1";"2.30"
"MAISONS DU MONDE";"FR0013153541";"MDM";"Euronext Paris";"EUR";"38.38";"38.54";"38.16";"38.42";"05/01/2018 17:37";"CET";"60227";"2311012.80"
"MAISONS FRANCE";"FR0004159473";"MFC";"Euronext Paris";"EUR";"61.40";"62.00";"61.30";"62.00";"05/01/2018 17:35";"CET";"4092";"252774.60"
"MAKHEIA GROUP";"FR0000072993";"ALMAK";"Euronext Growth Paris";"EUR";"2.20";"2.20";"2.12";"2.12";"05/01/2018 15:08";"CET";"1001";"2154.43"
"MALTERIES FCO-BEL.";"FR0000030074";"MALT";"Euronext Paris";"EUR";"535.00";"535.00";"535.00";"535.00";"04/01/2018 16:30";"CET";"16";"8560.00"
"MANDALORE HOLDING";"LU1179353617";"MLMHO";"Euronext Access Paris";"EUR";"1.90";"1.90";"1.90";"1.90";"04/01/2018 12:01";"CET";"1000";"1900.00"
"MANITOU BF";"FR0000038606";"MTU";"Euronext Paris";"EUR";"31.55";"32.00";"31.40";"31.70";"05/01/2018 17:35";"CET";"18958";"601415.45"
"MANUTAN INTL";"FR0000032302";"MAN";"Euronext Paris";"EUR";"94.80";"96.60";"94.60";"96.20";"05/01/2018 17:35";"CET";"856";"81904.20"
"MARATHON OIL CORP";"US5658491064";"MROIL";"Traded not listed Brussels";"USD";"59.00";"-";"-";"59.00";"03/11/2005 00:00";"CET";"-";"-"
"MAROC TELECOM";"MA0000011488";"IAM";"Euronext Paris";"EUR";"12.55";"12.60";"12.55";"12.60";"05/01/2018 17:11";"CET";"165";"2074.25"
"MARTIFER";"PTMFR0AM0003";"MAR";"Euronext Lisbon";"EUR";"0.359";"0.365";"0.359";"0.36";"05/01/2018 21:10";"BST";"52091";"18792.776"
"MASTRAD";"FR0004155687";"ALMAS";"Euronext Growth Paris";"EUR";"0.554";"0.56";"0.55";"0.55";"05/01/2018 14:12";"CET";"13125";"7242.718"
"MAUNA KEA TECH";"FR0010609263";"MKEA";"Euronext Paris";"EUR";"5.22";"5.41";"5.16";"5.37";"05/01/2018 17:35";"CET";"430372";"2289374.25"
"MAUREL ET PROM";"FR0000051070";"MAU";"Euronext Paris";"EUR";"3.78";"3.805";"3.78";"3.79";"05/01/2018 17:35";"CET";"84915";"322183.645"
"MBWS";"FR0000060873";"MBWS";"Euronext Paris";"EUR";"12.70";"12.70";"12.18";"12.22";"05/01/2018 17:35";"CET";"43901";"546126.06"
"MBWS BSA 2004";"FR0010134247";"MBWBS";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"MBWS BSA 2006";"FR0010304733";"MBWBR";"Euronext Paris";"EUR";"0.093";"0.093";"0.093";"0.093";"28/12/2017 09:52";"CET";"15";"1.40"
"MBWS BSA ACT2";"FR0011477124";"MBWBW";"Euronext Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"05/01/2018 15:25";"CET";"259";"2.59"
"MBWS BSAR 2023";"FR0013066313";"MBWSZ";"Euronext Paris";"EUR";"1.80";"1.80";"1.80";"1.80";"09/10/2017 15:51";"CET";"450";"810.00"
"MCPHY ENERGY";"FR0011742329";"MCPHY";"Euronext Paris";"EUR";"5.25";"5.27";"5.16";"5.21";"05/01/2018 17:35";"CET";"12526";"65163.04"
"MDXHEALTH";"BE0003844611";"MDXH";"Euronext Brussels";"EUR";"3.22";"3.23";"3.13";"3.22";"05/01/2018 17:35";"CET";"219924";"698434.64"
"MECELEC BSA DEC19";"FR0012057149";"MCBS2";"Euronext Growth Paris";"EUR";"0.02";"0.02";"0.02";"0.02";"17/11/2017 09:29";"CET";"500";"10.00"
"MECELEC COMPOSITES";"FR0000061244";"ALMEC";"Euronext Growth Paris";"EUR";"1.785";"1.90";"1.77";"1.90";"05/01/2018 17:14";"CET";"2195";"4072.025"
"MEDASYS";"FR0000052623";"MED";"Euronext Paris";"EUR";"0.438";"0.44";"0.43";"0.44";"05/01/2018 17:39";"CET";"72011";"31595.618"
"MEDIA 6";"FR0000064404";"EDI";"Euronext Paris";"EUR";"13.15";"13.15";"13.15";"13.15";"05/01/2018 17:29";"CET";"356";"4681.40"
"MEDIA CAPITAL";"PTGMC0AM0003";"MCP";"Euronext Lisbon";"EUR";"3.15";"3.15";"3.15";"3.15";"05/12/2017 16:30";"BST";"248";"781.20"
"MEDIANTECHNOLOGIES";"FR0011049824";"ALMDT";"Euronext Growth Paris";"EUR";"9.18";"9.32";"9.18";"9.30";"05/01/2018 16:31";"CET";"1094";"10157.04"
"MEDIAWAN";"FR0013247137";"MDW";"Euronext Paris";"EUR";"10.05";"10.10";"10.05";"10.05";"05/01/2018 17:35";"CET";"9751";"98347.45"
"MEDIAWAN WAR";"FR0013128907";"MDWBS";"Euronext Paris";"EUR";"0.43";"0.43";"0.43";"0.43";"04/01/2018 15:05";"CET";"20000";"8600.00"
"MEDICREA INTERNAT.";"FR0004178572";"ALMED";"Euronext Growth Paris";"EUR";"3.02";"3.02";"2.92";"3.00";"05/01/2018 17:35";"CET";"43556";"129676.95"
"MEDIOCREDITO EUROP";"IT0004844848";"MLMCE";"Euronext Access Paris";"EUR";"4.30";"4.30";"4.30";"4.30";"28/11/2012 10:24";"CET";"100";"430.00"
"MEDIVISION";"IL0010846314";"MEDV";"Euronext Brussels";"EUR";"0.01";"0.01";"0.01";"0.01";"27/06/2014 16:30";"CET";"1000";"10.00"
"MELEXIS";"BE0165385973";"MELE";"Euronext Brussels";"EUR";"87.00";"87.50";"86.85";"87.50";"05/01/2018 17:35";"CET";"26334";"2295196.80"
"MEMSCAP REGPT";"FR0010298620";"MEMS";"Euronext Paris";"EUR";"2.18";"2.18";"2.13";"2.18";"05/01/2018 15:36";"CET";"1344";"2921.77"
"MERCIALYS";"FR0010241638";"MERY";"Euronext Paris";"EUR";"18.54";"18.54";"18.21";"18.26";"05/01/2018 17:35";"CET";"123884";"2271711.78"
"MERCK AND CO INC";"US58933Y1055";"MRK";"Euronext Paris";"EUR";"51.00";"51.00";"47.00";"47.20";"05/01/2018 16:27";"CET";"1664";"79392.20"
"MERSEN";"FR0000039620";"MRN";"Euronext Paris";"EUR";"36.95";"38.85";"36.95";"38.10";"05/01/2018 17:35";"CET";"112100";"4250002.85"
"MERSEN NV18";"FR0013301272";"MRNNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"METABOLIC EXPLORER";"FR0004177046";"METEX";"Euronext Paris";"EUR";"2.45";"2.455";"2.42";"2.45";"05/01/2018 17:35";"CET";"126721";"308812.01"
"METALLIANCE";"FR0010492181";"MLETA";"Euronext Access Paris";"EUR";"9.50";"9.50";"9.50";"9.50";"06/12/2017 11:30";"CET";"25";"237.50"
"METHANOR";"FR0011217710";"ALMET";"Euronext Growth Paris";"EUR";"4.90";"4.90";"4.90";"4.90";"05/01/2018 11:31";"CET";"199";"975.10"
"METHORIOS CAPITAL";"IT0004615396";"ALMTH";"Euronext Growth Paris";"EUR";"0.03";"0.03";"0.03";"0.03";"03/10/2016 09:00";"CET";"1";"0.03"
"METROPOLE TV";"FR0000053225";"MMT";"Euronext Paris";"EUR";"21.46";"21.64";"21.32";"21.62";"05/01/2018 17:35";"CET";"67108";"1444026.44"
"MEUBLES DELIAS";"FR0004078186";"MLMED";"Euronext Access Paris";"EUR";"4.90";"4.90";"4.90";"4.90";"31/10/2017 16:30";"CET";"35";"171.50"
"MG INTERNATIONAL";"FR0010204453";"ALMGI";"Euronext Growth Paris";"EUR";"3.42";"3.42";"3.22";"3.22";"05/01/2018 17:05";"CET";"5348";"17320.56"
